"MHgueC5nZw==","c&c","zeus","Abuse.ch","https://zeustracker.abuse.ch/blocklist.php?download=baddomains",100,"0x.x.gg","144.76.162.245",,,,,"2015-12-11T10:22:32+00:00",,
"MXN0LnRlY2hub2xvZ3k=","c&c","zeus","Abuse.ch","https://zeustracker.abuse.ch/blocklist.php?download=baddomains",100,"1st.technology","168.61.90.192",,,,,"2015-12-11T10:22:32+00:00",,
"NnBqZGRydHQ3LmNvbQ==","c&c","zeus","Abuse.ch","https://zeustracker.abuse.ch/blocklist.php?download=baddomains",100,"6pjddrtt7.com","207.210.229.69",,,,,"2015-12-11T10:22:32+00:00",,
"YXJ2aXNpb24uY29tLmNv","c&c","zeus","Abuse.ch","https://zeustracker.abuse.ch/blocklist.php?download=baddomains",100,"arvision.com.co","87.98.146.77",,,,,"2015-12-11T10:22:32+00:00",,
"YXRtYXBlLnJ1","c&c","zeus","Abuse.ch","https://zeustracker.abuse.ch/blocklist.php?download=baddomains",100,"atmape.ru","194.58.103.199",,,,,"2015-12-11T10:22:32+00:00",,
"YmFvc2hsZGEuY29t","c&c","zeus","Abuse.ch","https://zeustracker.abuse.ch/blocklist.php?download=baddomains",100,"baoshlda.com","217.23.49.178",,,,,"2015-12-11T10:22:32+00:00",,
"YmVhdXRpZnVsbWluZHNpbmMuY29t","c&c","zeus","Abuse.ch","https://zeustracker.abuse.ch/blocklist.php?download=baddomains",100,"beautifulmindsinc.com","184.168.56.1",,,,,"2015-12-11T10:22:32+00:00",,
"Y2hhbXBpb25iZnQuY29t","c&c","zeus","Abuse.ch","https://zeustracker.abuse.ch/blocklist.php?download=baddomains",100,"championbft.com","104.207.130.93",,,,,"2015-12-11T10:22:32+00:00",,
"Y29vbGRvbWFpbm5hbWUud3M=","c&c","zeus","Abuse.ch","https://zeustracker.abuse.ch/blocklist.php?download=baddomains",100,"cooldomainname.ws","64.70.19.202",,,,,"2015-12-11T10:22:32+00:00",,
"ZGFuaXNsZW5lZmMuaW5mbw==","c&c","zeus","Abuse.ch","https://zeustracker.abuse.ch/blocklist.php?download=baddomains",100,"danislenefc.info","186.250.243.100",,,,,"2015-12-11T10:22:32+00:00",,
"ZGF1NDN2dDV3dHJkLnRr","c&c","zeus","Abuse.ch","https://zeustracker.abuse.ch/blocklist.php?download=baddomains",100,"dau43vt5wtrd.tk","195.20.44.109",,,,,"2015-12-11T10:22:32+00:00",,
"ZW1haWxsaWZlY29hY2hpbmcuY29tLmF1","c&c","zeus","Abuse.ch","https://zeustracker.abuse.ch/blocklist.php?download=baddomains",100,"emaillifecoaching.com.au","101.0.89.3",,,,,"2015-12-11T10:22:32+00:00",,
"ZW1la29ubGluZS50aw==","c&c","zeus","Abuse.ch","https://zeustracker.abuse.ch/blocklist.php?download=baddomains",100,"emekonline.tk","195.20.43.189",,,,,"2015-12-11T10:22:32+00:00",,
"ZmlsZXNlcnZlcjAzLmNvbQ==","c&c","zeus","Abuse.ch","https://zeustracker.abuse.ch/blocklist.php?download=baddomains",100,"fileserver03.com","109.235.59.44",,,,,"2015-12-11T10:22:32+00:00",,
"ZnJvbnR5MjA3My5uZXQ=","c&c","zeus","Abuse.ch","https://zeustracker.abuse.ch/blocklist.php?download=baddomains",100,"fronty2073.net","77.40.30.111",,,,,"2015-12-11T10:22:32+00:00",,
"Z2VubWpvYjMucnU=","c&c","zeus","Abuse.ch","https://zeustracker.abuse.ch/blocklist.php?download=baddomains",100,"genmjob3.ru","194.28.133.37",,,,,"2015-12-11T10:22:32+00:00",,
"Z2ppYXlpbWVpeWEuY29t","c&c","zeus","Abuse.ch","https://zeustracker.abuse.ch/blocklist.php?download=baddomains",100,"gjiayimeiya.com","67.23.226.129",,,,,"2015-12-11T10:22:32+00:00",,
"Z29yYWluYm93em9uZS50aw==","c&c","zeus","Abuse.ch","https://zeustracker.abuse.ch/blocklist.php?download=baddomains",100,"gorainbowzone.tk","195.20.46.116",,,,,"2015-12-11T10:22:32+00:00",,
"Z3lvZHVuZGVuYS5ob3RtYWlsLnJ1","c&c","zeus","Abuse.ch","https://zeustracker.abuse.ch/blocklist.php?download=baddomains",100,"gyodundena.hotmail.ru","195.16.127.102",,,,,"2015-12-11T10:22:32+00:00",,
"aG9wZS1mb3VuZC1ub3cubmV0","c&c","zeus","Abuse.ch","https://zeustracker.abuse.ch/blocklist.php?download=baddomains",100,"hope-found-now.net","31.28.27.17",,,,,"2015-12-11T10:22:32+00:00",,
"aHJ1bmVyLmNvbQ==","c&c","zeus","Abuse.ch","https://zeustracker.abuse.ch/blocklist.php?download=baddomains",100,"hruner.com","107.163.174.74",,,,,"2015-12-11T10:22:32+00:00",,
"aHVpLWFpbi1hcHBhcmVsLnRr","c&c","zeus","Abuse.ch","https://zeustracker.abuse.ch/blocklist.php?download=baddomains",100,"hui-ain-apparel.tk","195.20.42.1",,,,,"2015-12-11T10:22:32+00:00",,
"aWNlLmlwNjQubmV0","c&c","zeus","Abuse.ch","https://zeustracker.abuse.ch/blocklist.php?download=baddomains",100,"ice.ip64.net","198.27.89.153",,,,,"2015-12-11T10:22:32+00:00",,
"amFudmVybWV1bGVubW9udGFnZS5ubA==","c&c","zeus","Abuse.ch","https://zeustracker.abuse.ch/blocklist.php?download=baddomains",100,"janvermeulenmontage.nl","109.72.85.122",,,,,"2015-12-11T10:22:32+00:00",,
"anVzdGluaGVyYWxkLmNvbQ==","c&c","zeus","Abuse.ch","https://zeustracker.abuse.ch/blocklist.php?download=baddomains",100,"justinherald.com","192.124.249.9",,,,,"2015-12-11T10:22:32+00:00",,
