72.167.232.197,38.915792,27.82493,200
69.16.209.45,36.983518,35.360716,200
203.183.234.2,37.035428,37.319692,200
37.59.96.169,37.002573,35.276674,200
151.80.199.98,37.923484,28.315538,200
160.153.77.186,37.032388,37.361737,200
174.37.240.162,39.769131,32.814872,200
208.87.150.50,37.020489,35.397519,200
94.23.219.29,39.861293,32.847551,200
208.73.211.246,39.987521,32.619507,200
65.182.100.15,14.527408,121.015484,200
148.81.111.121,39.984325,32.77293,200
124.172.242.117,39.665376,27.907299,200
54.209.174.167,39.95882,32.960028,200
148.251.245.27,39.992769,32.815443,200
61.160.224.209,39.651722,27.901829,200
176.9.85.109,14.650033,120.988595,200
23.229.129.143,41.648471,32.339955,200
141.8.226.14,40.814395,29.407137,200
52.21.52.109,37.070242,37.405098,200
195.190.166.203,39.982961,32.784889,200
188.116.20.192,39.980371,32.933991,200
192.186.245.193,39.673311,27.888218,200
185.53.178.9,39.990123,32.898046,200
207.148.248.143,38.907585,27.844088,200
218.5.79.51,30.010553,31.416408,200
141.8.226.14,40.814395,29.407137,200
118.123.8.156,14.661817,121.033377,200
198.46.87.10,14.651304,120.991789,200
209.140.30.61,37.019973,35.393387,200
109.234.160.25,39.674286,27.901905,200
46.16.58.83,14.528772,121.012085,200
217.195.198.18,39.990788,32.81501,200
218.30.35.83,36.996101,35.270079,200
72.167.232.32,40.008377,32.83937,200
198.199.78.132,36.855131,28.267708,200
184.168.221.31,29.83966,31.352172,200
46.183.217.21,39.960573,32.737275,200
75.119.222.39,39.853197,33.490504,200
107.180.50.233,39.958054,32.96191,200
69.195.129.76,41.648802,32.354682,200
52.27.166.51,36.873488,28.265341,200
172.99.89.202,36.956766,35.367652,200
178.210.89.119,39.823497,33.516682,200
107.180.50.219,39.992695,32.841303,200
67.208.74.71,39.97985,32.887704,200
5.77.47.163,14.650537,120.98818,200
113.11.213.196,41.643195,32.353182,200
83.125.22.197,41.122295,29.005383,200
27.54.88.66,14.529534,121.015916,200
213.174.130.176,38.761082,30.559182,200
97.79.239.145,39.959164,32.77902,200
46.20.43.163,37.051928,37.353867,200
202.133.23.168,29.841656,31.351512,200
104.202.11.169,36.973038,35.356196,200
124.16.31.152,39.921984,32.805868,200
94.242.251.250,38.912514,27.848007,200
82.165.37.26,40.223582,28.361158,200
192.124.249.13,39.958301,32.779824,200
208.91.197.132,39.999979,32.800523,200
74.220.199.6,29.954019,31.262513,200
110.45.160.220,37.032388,37.361737,200
107.180.4.150,39.909971,32.929673,200
88.198.51.26,40.223961,28.361333,200
184.168.221.45,39.992949,32.838999,200
54.236.189.64,39.825721,33.488042,200
124.16.31.152,39.921984,32.805868,200
23.235.199.239,38.738201,35.525252,200
151.248.123.41,38.903117,27.83603,200
96.45.82.194,40.020609,32.850498,200
97.74.215.60,39.983125,32.781671,200
123.56.157.179,38.903117,27.83603,200
81.88.57.89,37.099137,37.373531,200
184.168.221.96,38.547454,28.651535,200
193.238.153.90,37.203383,40.5705,200
94.73.149.10,37.070313,37.401611,200
104.149.68.20,37.037375,35.248092,200
64.37.63.50,39.861639,33.499426,200
104.28.1.78,14.638186,120.982138,200
211.149.213.187,39.895992,32.908575,200
173.254.28.127,38.376633,27.169422,200
192.185.193.171,39.980996,32.933432,200
199.115.100.49,39.975429,32.776147,200
205.209.171.88,38.369748,27.193143,200
207.148.248.143,38.907585,27.844088,200
91.236.239.13,21.192262,-86.829532,200
192.185.57.98,39.971518,32.923633,200
104.18.40.91,38.315125,27.124915,200
82.165.37.26,40.223582,28.361158,200
72.249.167.136,37.195912,40.555283,200
199.204.248.107,39.970455,32.797525,200
188.165.137.164,39.995983,32.788535,200
162.210.99.87,29.931038,31.287657,200
67.225.235.191,40.220155,28.37481,200
74.220.207.169,39.981921,32.932663,200
221.139.49.99,37.056291,30.601246,200
184.168.221.20,37.051815,37.353681,200
104.202.11.81,29.965486,31.250155,200
213.58.195.27,39.977255,32.789865,200
65.19.157.235,39.858929,32.820472,200
204.11.56.48,14.652612,120.994998,200
198.105.221.5,29.955791,31.258265,200
188.138.25.230,39.995983,32.788535,200
195.182.22.130,39.977779,32.931856,200
108.175.157.56,38.660067,26.747124,200
198.57.204.75,36.94247,35.364975,200
98.124.199.49,39.90838,32.914965,200
216.58.221.46,37.047613,37.34079,200
59.188.83.250,36.982309,35.308799,200
141.8.224.93,39.911457,32.92374,200
72.167.232.193,39.961684,32.741846,200
67.208.74.71,39.97985,32.887704,200
198.38.89.241,39.927561,32.964312,200
195.22.28.199,39.91226,32.93618,200
188.120.224.164,39.651722,27.901829,200
216.12.163.252,29.964704,31.258807,200
31.170.160.61,36.246798,36.565745,200
64.90.40.127,39.849811,33.552061,200
52.32.188.1,38.388096,27.087268,200
